,tweets
1809,I’m at the #BrooklynCenter police department in Minnesota as protesters gather for the fourth night of protest agai… https://t.co/gXnMUDOiLa
1810,"A lot of people have showed up in front of the #BrooklynCenter Police Department to demonstrate.
#DaunteWright"
1811,"Monica Wright #brooklyncenter #mn #live # # 
https://t.co/K1cbMMJcp2"
1812,"3 of the 5 interlocking injustices + evils that the #PoorPeoplesCampaign challenges, and battles, are #militarism… https://t.co/Nom84wxTdI"
1813,"3 of the 5 interlocking injustices + evils that the #PoorPeoplesCampaign challenges, and battles, are #militarism… https://t.co/ibjcIjofbk"
1814,"KidDr1ft #brooklyncenter #mn #live # # 
https://t.co/TwuHrTyUnm"
1815,"LIVE from #BrooklynCenter in #Minnesota its Day 4 of the #brooklyncenterriots 
https://t.co/lL6cgFxESp
Mark 13:8 -… https://t.co/oh1jolA967"
1816,"Say his name! #dauntewright #blacklivesmatter #ripdauntewright #brooklyncenter @ Brooklyn Center, Minnesota https://t.co/u0WTt3FMHb"
1817,Night 4 in #BrooklynCenter https://t.co/QAwfPnv5w7
1818,A lot of MAGAot trolls behind their keyboard tonight. They are big stuff online. 🤣🤣🤣 #brooklyncenter
1819,#DanteWright  #brooklyncenter #Mpls #MNprotest the police &amp; sheriffs department are sitting on the other side of highway 252
1820,"#BrooklynCenter, #Minneapolis - Protestors gathered in front of Brooklyn PD again, music playing. NG stationed alon… https://t.co/2Julm9dfUj"
1821,"*SALE*
BUY HERE👉https://t.co/IDhaQijW75
#BlackLivesMatter #BrooklynCenter #JUSTICEFORDAUNTEWRIGHT https://t.co/aqn1CSMDP2"
1822,"Some people in the crowd at the Brooklyn Center Police Department are throwing objects at law enforcement, trying t… https://t.co/85mjnVyELj"
1823,Every time I turn on @CNN my city is featured. We've got to do better #Minneapolis #Minnesota #brooklyncenter #PoliceReform
1824,"@BrklynCenterMN Based on that news conference, I am left trying to figure out who is the PERSON in charge in the ci… https://t.co/olYp8VZcon"
1825,Things are exploding in Brooklyn Center tonight. Cops already shooting rubber bullets. Seems like a much faster esc… https://t.co/0MvxmWgas0
1826,The current conditions tonight outside the #BrooklynCenter Police Department: protestors with a severed pig’s head… https://t.co/qIK6PsvH1y
1827,"Ex police officer Potter:

How many complaints were filed against her?
How much does she drink? 
Has anyone ever se… https://t.co/Il2gPpd5iy"
1828,#BrooklynCenter protest is getting more intense as demonstrators throw bottles and items through the chainlink fenc… https://t.co/ZuW5b94eJA
1829,A severed pig’s head on a stick. #BrooklynCenter #DaunteWright https://t.co/SAXQI7d25b
1830,"30 minutes into tonight's action and cops have already deployed an impact-round.

#BrooklynCenter #Minneapolis"
1831,Reporter on the scene in #BrooklynCenter Minneapolis feels like the protesters are MORE angry tonight and things co… https://t.co/sjxpaB6KW9
1832,Was that #brooklyncenter rioter on Mercados stream just hit in the nuts by that less lethal?? 😂😂 Crying!
1833,Assembling the largest police force action Minnesota has ever seen isn't something to brag about. Especially when y… https://t.co/PmoMPus0po
1834,Still fighting to get America back from the deadly grip of extremists and white supremacists. #DauteWright… https://t.co/TNiwrxDO1h
1835,"""Protesters gather at Brooklyn Center police HQ for a fourth night"" https://t.co/dM2jlfh3tN #protests #police #BrooklynCenter #DaunteWright"
1836,"Please share spread the word about these community events aimed at healing, feeding &amp; creating 🖤  #Minneapolis… https://t.co/rQQZlKXJI0"
1837,#BrooklynCenter That crowd is a bunch of young WHITE agitators @CNN
1838,"In #BrooklynCenter #Minneapolis, #Minnesota rioters &amp; looting are spreading throughout the city over a police offic… https://t.co/GAsCrKS84g"
1839,"As riots in #BrooklynCenter continue, @BobWoodson says the solutions to important issues in the #black community re… https://t.co/tUEa6R0nZ1"
1840,"TheVotersVoiceMedia #brooklyncenter #mn #live # # 
https://t.co/96KnzXMfUZ"
1841,At this hour the protest is peaceful. Music is playing - people are grilling and serving food. Others are standing… https://t.co/EnYrz1oJGU
1842,#BrooklynCenter #Minnesota so its #Trump's fault the criminal boy is dead? Gotta blame Trump on everything. Right?… https://t.co/USnd9jiUwp
1843,Happening now in #BrooklynCenter https://t.co/lo6zShpt0j
1844,"@AndrewYang @EvelynYang @Zach_Graumann &gt; Andrew, th Midwest has (mostly) no use for New Yorkers...and these protest… https://t.co/cALBJZTGKo"
1845,"I’m outside the #BrooklynCenter police department. Several hundred people are out here, and police presence remains… https://t.co/2YCy2Pg58I"
1846,Anatomy of a city descending into administrative chaos - Brooklyn Center https://t.co/6zbOV2iOm8 via @bunkerville… https://t.co/rgmExD0W9O
1847,".@Will_Bunch: ""Statistics suggest the real reason #DaunteWright was pulled over—which is the reason that he’s no lo… https://t.co/TM6kZty0zd"
1848,...and she is now released on bond. #DaunteWright #BrooklynCenter https://t.co/eAu6rXORTE
1849,She shoots and kills #DaunteWright and gets to leave jail. People that were arrested last night for breaking curfew… https://t.co/CEsAZz6hjQ
1850,"There it is. Former BCPD officer, Kimberly Potter’s mugshot. She is charged with 2nd degree manslaughter for killin… https://t.co/PIYczGa2uF"
1851,BOOKED. #DavyV #DavyVTV #YouTube #RochesterNY #BrooklynCenter #BrooklynCenterMN #Minnesota #Police #KimPotter… https://t.co/1jYXBc8daB
1852,"Ridiculous 🤮 She is a Murderer !#Murder 
#PoliceReformNow #JusticeMatters 
#KimPotter 
#BrooklynCenter 
#GUILTY https://t.co/xdmF4DMC3w"
1853,So if you could stop trying and make Minnesota look like an absolute war zone that would be cool @cnn #BrooklynCenter
1854,"Frank Nitty #brooklyncenter #mn #live # # 
https://t.co/3JECMJMxed"
1855,@mayor_elliott You are an idiot to want officers to be defenseless. #BrooklynCenter https://t.co/CpRbJaq6pE
1856,"@mayor_elliott should resign immediately. 

#BrooklynCenterMN 
#BrooklynCenter
#Minnesota 
#MN 
#minnesotariots"
1857,"@mayor_elliott is clueless. 

“Gassing isn’t proper policing”? 

Is rioting proper protesting? 

#Resign now… https://t.co/OyPgRqqh8G"
1858,Former BC Officer Kim Potter has been released from jail after posting bond #BrooklynCenter #DaunteWright https://t.co/OJ6pe4X7Df
1859,@TheRevAl @Blklivesmatter @Travonne @Mvmnt4BlkLives @ash_antifa @AntifaSac_ @BlackPhysicists @ap @AFP @msn… https://t.co/k24hQu9N4h
1860,"KARE11 #brooklyncenter #mn #live # # 
https://t.co/x2MWCxwHRB"
1861,Our student reporter captured these scenes during a recent protest against the #BrooklynCenter police.… https://t.co/xu48F5WVja
1862,#BrooklynCenter #Minnesota so we riot loot destroy property bc a criminal tried to drive away after being pulled ov… https://t.co/Pi3wUcxccI
1863,The protests continue in Minnesota! #BrooklynCenter #DaunteWright #protests #BLM #police  https://t.co/xv42nanikD
1864,#BrooklynCenter BLM crack whores. https://t.co/Ui8cBitr39
1865,"Bloomberg Quicktake: Now #brooklyncenter #mn #live # #  Vigil Held for Daunte Wright in Brooklyn Center, Minnesota
https://t.co/h9xYSDeYTx"
1866,"soupforthefamily  #brooklyncenter #mn #live # # 
https://t.co/eqYuRk5CVf"
1867,VIDEO: Tense scene outside #BrooklynCenter PD building. (via @OmarVillafranca) https://t.co/k6JTykW4jT #Biden… https://t.co/2hVQRU3TmL
1868,#BrooklynCenter Mayor Mike Elliott meets with Daunte Wright’s family at his memorial site. https://t.co/vz08VT9BqM
1869,In #mpls a friend just said there are 2 guardmens and a cop on each of the four corners at Lake st and Lyndale Ave… https://t.co/qpCe4gClTC
1870,"VIDEO: “This is a time to heal in America.” 🇺🇸 (Joe Biden, 7th November 2020) https://t.co/xJY8kxVt3L… https://t.co/28Wn5Twuca"
1871,In mpls a friend just said there are 2 guardmens and a cop on each of the four corners at Lake st and Lyndale Ave t… https://t.co/9IEL2IBlEn
1872,#DuanteWright Aunt makes my entire Soul ache for that family! She’s so raw &amp; real! She gives light to that baby boy… https://t.co/tanP9hXIvF
1873,Scene in front of #BrooklynCenter PD. Cheers when activists announce #KimPotter was arrested. But crowd wants her t… https://t.co/J9MmD1CFJO
1874,#Presser: #Mayor #MikeElliott #BrooklynCenter #MN: #Protesters Leave Before 10 p.m. #Curfew &amp; to #Demonstrate w/o… https://t.co/cFUwkDKppn
1875,What are you going to do about it meek Mayor Mike? SMH #Pathetic #BrooklynCenter https://t.co/0SScZm2wkO
1876,"@CNN  needs brutal punishment, whatever a traitor or criminal against humanity would garner.  #ExposeCNN 
Hope your… https://t.co/2noHdnu356"
1877,NEW: Statement of probable cause filed in court in relation to the 2nd-degree manslaughter charge against former… https://t.co/YV9SZOkUIt
1878,"kare 11 #brooklyncenter #mn #live # #  just saw it
https://t.co/3YZHVrj3WW"
1879,"I guess it was just one sided..... #Ados are out here on their own....👀👀👀👀
#AsianHate #BlackLivesMatter… https://t.co/ISGb7IiOFY"
1880,"And how about not just police encounters, but in court, in Dr's office, hospitals... Why am I not valued &amp; protecte… https://t.co/7K38bg5e7D"
1881,"https://t.co/oTYvAS1Htx
Reacting to Police Release Bodycam Video Of Daunte Wright Shooting
#BrooklynCenterMN… https://t.co/ATcP8KD3m0"
1882,"As the #BrooklynCenter community is grieving, militarized police continue to harm and disregard the dignity of Blac… https://t.co/87kOGW78Vw"
1883,"“They have no regard for human life.”
 
BBCC is on the ground in #BrooklynCenter to hear the stories from the commu… https://t.co/IoMe87VWRN"
1884,A generous supply of mutual aid is brought to the #BrooklynCenter PD protest zone daily for demonstrators to help t… https://t.co/ybJLlRcLRe
1885,"Oh NO !!!

If Neo-Nazis are free to hold rallies IN AMERICA

JOURNALISTS should NEVER be ""Arrested"" reporting on a… https://t.co/g5brBspo4o"
1886,"I don't give a fuck about ""violence towards law enforcement"" at protests. Listening to the news rn and their talkin… https://t.co/g7WBiDlfC0"
1887,#MSNBC #thebeat  @TheGoodLiars I wish Ted Nugent would “shut up and strum” #DaunteWright #BrooklynCenter #LSSC… https://t.co/V985jLKqID
1888,"#mayor has to play it safe as a black mayor, not all ready ( how can you be?) for this huge challenge but he will l… https://t.co/WxirQDjgYk"
1889,Getta load of this fuck! 👇🏻@ilovdieudo #KimPotterIsGuilty #DaunteWright #BrooklynCenter #BLM https://t.co/rO50EOAEYK
1890,"#TheBeat MT  To the government of
#BrooklynCenter. Clearly, the sooner you withdraw your law enforcement jackals th… https://t.co/JDX054fHOc"
1891,"If someone could loot me a 50 inch screen tv in #BrooklynCenter I’d greatly appreciate it 
Thanks in advance ha"
1892,"With respect, and a clear understanding of crisis management - I think the mayor and his staff are way over their h… https://t.co/s5WyRWfUt3"
1893,OOOOOOH GURL ORANGE IS YOUR COLOR!!!!!! #BrooklynCenter #DerekChauvin  #PoliceBrutality #ChauvinTrial #DuanteWright… https://t.co/wx4yqxPG2p
1894,@SpeakerPelosi @POTUS Mrs. Nancy...we’re is the plan/legislation to mitigate the power of Police in this country fr… https://t.co/wTBbTUL1Gt
1895,So what more can #BrooklynCenter do exactly? I'm unsure what else there is to concretely protest.
1896,These are deep conflicts of interest that should be addressed. I don’t believe he can be fair and impartial. I beli… https://t.co/uE9wKuc21o
1897,"Police of every type in every state and city need to cease at once the naked brutality against people of color, and… https://t.co/ZOMs75mf4p"
1898,"Wow.
Former officer's mug shot in the #DuanteWright killing in #BrooklynCenter, MN. #KimPotter https://t.co/Z7T4hFcfox"
1899,"She will spend less time in jail, 24 hours, than protestors who can expect to spent 36 hours in jail.… https://t.co/3y93Vhk90Z"
1900,At least there's consistency in their inability to identify guns #DefundThePolice #BrooklynCenter https://t.co/aJcqU5bkVX
1901,"Don't be a thug if you can't take a slug!

#BrooklynCenter #DaunteWright"
1902,Kim Potter from #BrooklynCenter PD has been formally charged with 2nd Degree Manslaughter. Here is the statement of… https://t.co/uITz5EN8qK
1903,@TheRevAl what are you? #BrooklynCenter 🔊
1904,"#MSNBC 😶Protesters umbrellas out.!!!! #BrooklynCenter #Seattle #DeadlineWH #Portland #BlackLivesMatter 
 https://t.co/Yh3ALos91l"
1905,Seems like the Mayor's office and the PD are not on the same page. #BrooklynCenter
1906,Who’s in charge? #BrooklynCenter
1907,Christ on a bike! Get rid of that incompetent fool the Mayor of #BrooklynCenter #BrooklynCenterPolice  rightly so t… https://t.co/MQDn3ZRoLa
1908,"#BrooklynCenter last night, facing down fascists in blue and a fucking MRAP #AbolishThePolice #ACAB #fuck12… https://t.co/BoP3B2vZAT"
1909,@megynkelly Terrorism wins. Constitution is on life support. #BrooklynCenter
1910,"#BrooklynCenter #Minnesota Mayor I feel is not nec. struggling to calm violent protests, etc., but in understanding… https://t.co/MyQU9PQRWw"
1911,It also begs the question who is in control in #BrooklynCenter because it sure seems the mayor is not.
1912,"All of the Mayor's answers are ""I believe"", is like he is not secure of anything at all. ""10 PM curfew will allow f… https://t.co/M8o0k0fuLB"
1913,Did #BrooklynCenter  @mayor_elliott just say that @HennepinSheriff has primary jurisdiction in his city?
1914,#DeadlineWH #msnbc #nbcnews #MoscowMitch How not to hold a press conference #BrooklynCenter #dipshitmayor… https://t.co/Ikt8lPmjyX
1915,Cop who shot Daunte Wright dead to be charged with second-degree manslaughter #KimberlyPotter #DaunteWright… https://t.co/ecmlewyQAm
1916,"You people are morons. I wish upon you, all your police leave. I would never be a policeman today. I would rather j… https://t.co/tMdksCrYQQ"
1917,I feel bad for the Brooklyn Center Mayor. He’s got a lot of eyes on him. #DaunteWright #BrooklynCenter
1918,"#DeadlineWH MT  To the government of
#BrooklynCenter. Clearly, the sooner you withdraw your law enforcement jackals… https://t.co/2Yhw11n8CP"
1919,Somebody took the young mayor of Brooklyn Center aside and told him he needed to look more professional as the casu… https://t.co/9Lkhf6yXWH
1920,"Multi-jurisdiction police under command of God Knows Who, outnumber #DuaneWright  protesters, so why tanks, why agg… https://t.co/yKDRz2V1hz"
1921,"In the United States of America, journalism is not a crime.
What the heck is going in #BrooklynCenter ? https://t.co/uH4o2V08QY"
1922,Happy to see @Stan_Alleyne assisting #BrooklynCenter leadership in responding to the recent murder of #DaunteWright
1923,"Based on that news conference, I am left trying to figure out who is the PERSON in charge in the city of… https://t.co/QnXi17TX2u"
1924,"#DeadlineWH MT How not to hold a press conference #BrooklynCenter #dipshitmayor #opeytaylor
 #BlackLivesMatter https://t.co/4CrvlFd2zH"
1925,"USA: White Minneapolis officer who killed Daunte wright resigns

Read here, subscribe and share comment:… https://t.co/cU4Kqf9VjN"
1926,"To the government of
#BrooklynCenter. Clearly, the sooner you withdraw your law enforcement jackals the sooner peop… https://t.co/wJDeUVHP5C"
1927,#WillSmith is my new hero. #Minne #BrooklynCenter #BlackLivesMatter #PoliceReformNow #DaunteWright  #Georgia… https://t.co/2jsXuxJ1L0
1928,"#BrooklynCenter City Council banned use of non-lethals on protesters.
15 minutes later police use LTL on peaceful p… https://t.co/A4pyWLsrL2"
1929,How not to hold a press conference #BrooklynCenter #dipshitmayor #opeytaylor
1930,Someone needs to ask WHY was the press being told to leave last night. #BrooklynCenter
1931,Pretty sure this is the first metro police department to make a change in response to the #BrooklynCenter shooting. https://t.co/Z5ur5XMWhD
1932,"@NickAtNews News media should be able to stay, as they’re doing job; documenting the news. But they making the news… https://t.co/RSk9qRClki"
1933,This Brooklyn Center acting manager seems more prepared to be the Mayor #BrooklynCenter
1934,@CNN you know.....would be great to hear audio of questions.... not just answers from #BrooklynCenter
1935,"$600 of donations just dropped off at #BrooklynCenter High School. ❤️
#SayHisName #DaunteWright #Minnesota https://t.co/sqipdoJBrT"
1936,@kferg2002 @RicoSuaveJD @CapehartJ justasking Could #MikeElliot mayor #BrooklynCenter hv refused the resignation of… https://t.co/rmIfKCoXLL
1937,It’s amazing how much better the “acting” city officials are than who they replaced #BrooklynCenter #DaunteWright
1938,".@BBCNews spoke to our senior organizer @votegriffin, as well as many others in #BrooklynCenter, #Minnesota in the… https://t.co/HM7bhhTNmQ"
1939,#BrooklynCenter Acting City Manager Reggie Edwards says former officer Kim Potter is entitled to the pension benefi… https://t.co/OJea79OE4U
1940,"Me and @jace_ge at Target, buying items to donate in #BrooklynCenter: 

Heidi: &lt;tossing tampon boxes into the cart… https://t.co/uCZzFhWBv3"
1941,"#BrooklynCenter Mayor Mike Elliott ordered Thin Blue Flags removed.

https://t.co/WyjvgvZK0M"
1942,justasking Could #MikeElliot mayor #BrooklynCenter hv refused the resignation of #KimberlyPotter so her benefits wo… https://t.co/7CDRg5VHLd
1943,#Comrades please be careful tonight! Possible #WhiteSupremacist in attendance tonight! Please on the lookout!… https://t.co/dZ1hSiyxrX
1944,"#BrooklynCenter straight dropped the ball, accepting the resignation and receive full benefits is a smack in the fa… https://t.co/oUmgxGYEyx"
1945,"#BrooklynCenter #MayorMikeElliott
Oh no, the Mayor is speaking again. At least he got rid of the stupid hat."
1946,"What’s up with this news conference in #BrooklynCenter?
Somewhat confusing."
1947,#DeadlineWH #MSNBC @TheGoodLiars I wish Ted Nugent would “shut up and strum” #DaunteWright #BrooklynCenter #LSSC… https://t.co/0ktB5LfEtY
1948,"Because the MAYOR allowed the resignation she has the rights to pension, etc... IDK, the word incompetent comes to… https://t.co/9Tip1QKC4F"
1949,This a mayor does not exude competency. Period. #BrooklynCenter
1950,"Why is this ""crisis team"" so clandestine? #BrooklynCenter"
1951,Sooooo they can't fire the cop? #BrooklynCenter
1952,"Oh, the Mayor found a way to not wear a damn hat and look professional #BrooklynCenter"
1953,"The Mayor of Brooklyn Center seems to contradict himself, I have no hope. Wasn't him in charge of the police depart… https://t.co/mOFnWqgpov"
1954,#BrooklynCenter Mayor says hes feels ANGRY &amp; thankful for the community in HONORING #DaunteWright 🤣🤣🤣🤔🤔 Going into… https://t.co/JR66Wc98vB
1955,#BrooklynCenter Mayor #MikeElliott sounds MUCH more like the way a Mayor should in times like these. Looks like a l… https://t.co/b49Teo2ijk
1956,What else is there to protest in #BrooklynCenter ? The Chief is gone and the officer has been charged.. Go home. #DaunteWright
1957,#BrooklynCenter mayor doesn't tell people to not resist arrest. He talks like that guy is a hero or something. He w… https://t.co/EcA9zRFNkc
1958,Just sitting here watching #Minneapolis #JusticeForDaunteWright #BrooklynCenter videos….where was that #police ener… https://t.co/fYUw85YsdN
1959,The mayor got a tie! #BrooklynCenter
1960,"Mike Elliott is back at it again, sans hat. 😹 #BrooklynCenter"
1961,#Protests continue outside the #BrooklynCenter Police station 🚨🚨🚨 #DaunteWright shooting coverage https://t.co/uq42UQ21Fd
1962,"Daunte Wright faced felony robbery charge for choking, threatening to shoot woman - https://t.co/D2mDb5q7I0 -… https://t.co/FYOfpDzHFq"
1963,"Damn! The new Acting City Manager for Brooklyn Center, MN is FINE!! Aight, Reggie! Ha!! #BrooklynCenter… https://t.co/E1dMbbX8KZ"
1964,"Kimberly Potter 
#brooklyncenter #mugshot 
#beatsnpolitics1 
Follow on Twitter @beatsnpolitics1
Instagram:… https://t.co/5eGfC48QjY"
1965,#BrooklynCenter officials really need #CrisisComms help!
1966,@JosephStanley82 @BostonKnick @BGOnTheScene Yup &amp; no one in #BrooklynCenter beat officers to #death. That's the tru… https://t.co/3M4R5H7Oo6
1967,"Is this our new normal? #BrooklynCenter #DaunteWright 
The Citizen Reporter is not funded or controlled by corporat… https://t.co/k3IpOIvptE"
1968,@BrklynCenterMN does this idiot on television now at 4:09 realize he's on tv. Laughing is not a good thing to be do… https://t.co/3VikIQVSUk
1969,"#BrooklynCenter PD had the nerve to collect projectiles from riots &amp; then show them at a press conf. 

B.O.O. H.O.O… https://t.co/kVlGcnDIhU"
1970,"Kimberly Potter #brooklyncenter #mugshot #beatsnpolitics1 
Follow on Twitter @beatsnpolitics1
Instagram:… https://t.co/N4IQGStLTm"
1971,Biden’s America 🇺🇸 : #BrooklynCenter https://t.co/BerAYBu0hu
1972,I thought the #BrooklynCenter mayor was kevin and peele....(tgj)
1973,I heard that idea #Antifa according to #JoeBiden showed up at #BrooklynCenter
1974,"Also of note, @GovTimWalz in the middle of an astonishingly bad handling of the #BrooklynCenter protests, still dee… https://t.co/NSGhalQY5z"
1975,"Officer charged w/ 2nd-degree manslaughter in Daunte Wright killing
The police officer, #KimPotter who shot &amp; kille… https://t.co/F6OJPIb39W"
1976,Because #BlackLivesMatter #ANTIFA thugs will burn her house to the ground because they can't act civilized. Only wa… https://t.co/XUMyj4DjcP
1977,#Domestic #opinion #BrooklynCenter #BrooklynCenterPolice Ex-Officer Who Shot Daunte Wright Charged with 2nd Degree… https://t.co/Ua1Lk1rmWb
1978,No journalists should be threatened for doing their job. For covering a protest. For seeking the truth. I stand wit… https://t.co/jjzVxMo1rH
1979,#BrooklynCenter Here's some unaccountability for you. https://t.co/G5kYOpIShZ
1980,"Also seeing @mellaneous1 @MNSpokesman on the ground organizing folks and trying to keep them safe.

#BrooklynCenter #PoliceBrutality #BLM"
1981,"https://t.co/d3KhNIsiG3

Again good to see @nvlevy on @democracynow and she has also been in the center of this, li… https://t.co/pUGpLSghH9"
1982,Good afternoon in #BrooklynCenter https://t.co/B1vDGLqaVd
1983,"@VanJones68  #KimPotter was a training officer she had been a cop for 26 years...she was training then.
Im a vetera… https://t.co/fZvlskXHk5"
1984,"Notice how the media keeps pushing #KimPotter""s ACCIDENTAL nonsense...please, 26 years as a cop &amp; she didn't know t… https://t.co/yBepMJnNOI"
1985,"*SALE*
Black Lives Matter Say Their Names T-Shirt
BUY HERE👉https://t.co/Lp2Ys4yN8R
#BlackLivesMatter… https://t.co/eP3Z0rqKz1"
1986,"Indivisible With Liberty and Justice For All T-Shirt
BUY HERE👉https://t.co/FJjj7E2DBW
#BlackLivesMatter… https://t.co/hK2vT6ji0e"
1987,"Liberty and Justice For All T-Shirt
BUY HERE👉https://t.co/usg0NXyb6x
#BlackLivesMatter  #BrooklynCenter… https://t.co/hCDZ8j7YO8"
1988,"Sn00pster on Twitter: ""#AmericaReports @TheLeoTerrell speaks on #BrooklynCenter Mayor #MikeElliot &amp;amp; outlandish… https://t.co/NrxiQgfa7V"
1989,"Do you still stand by your idiotic comments yesterday @mayor_elliott ? 

#BrooklynCenter 
#BrooklynCenterMN 

https://t.co/xA6824Reym"
1990,"Black Lives Matter SAY THEIR NAMES T-Shirt
BUY HERE👉https://t.co/ItaYZd7fcA
#BlackLivesMatter #BrooklynCenter… https://t.co/JRjjyf8iWR"
1991,The police literally helped those white people down the steps after they stormed congress and killed the police.… https://t.co/XEdbIawShu
1992,"Pictured: #KimPotter""s mugshot.
#DaunteWright 
#BrooklynCenter 
https://t.co/iwhUblaYoq"
1993,@washingtonpost @Sifill_LDF The gun is 2.6 lbs. the taser weighs 8 oz. Kim Potter trained officers and worked as on… https://t.co/pmEZp38THV
1994,Manslaughter charge expected for Minnesota officer who shot Black man in Minneapolis suburb | CBC News… https://t.co/5a5wjIi6Cl
1995,"With the resignations of a police officer and the department chief, #BrooklynCenter mayor says ‘I’m hoping that thi… https://t.co/dK3Nmqq0cs"
1996,@epdevilla @PattyHajdu @JohnTory @epdevilla Since we've destroyed the establishment of folks unwilling to recognize… https://t.co/Gtx8ilukGb
1997,Kim Potter yelled at Daunte saying “I will tase you! Taser taser taser!” Before shooting him. She removed the item… https://t.co/uahrNaU69I
1998,"That officer needs an Oscar baby! Her vocal tone! That immediate reaction! She was camera ready with that “taser, t… https://t.co/wk1jY9YkiJ"
1999,"I was making toast quickly this morning and mixed up my toaster and waffle iron. I swear, it was accidental. 🙄… https://t.co/YzBBpS78lx"
2000,"Stay safe
#BrooklynCenterMN #BrooklynCenter #brooklyncenterriots #minneapolisriots #Minneapolisprotests… https://t.co/CAPPDTB3F0"
2001,"Following two disorganized, disjointed press conferences, #BrooklynCenter has called in the PR professionals. https://t.co/QQ7Eio27FY"
2002,#DeadlineWH #nbcnews on the docket today #BLM #BrooklynCenter #orleg #DCStatehood #waleg #DuanteWright #BLM… https://t.co/KaDpQ2mIJi
2003,@sarasidnerCNN I guess we still haven't learned any lessons around #BrooklynCenter
2004,#DeadlineWH #nbcnews Alright time for Ms Wallace class .. on the docket today #BLM #BrooklynCenter #orleg… https://t.co/FaFsH31SdN
2005,#DeadlineWH Alright time for Ms Wallace class .. on the docket today #BLM #BrooklynCenter #orleg #DCStatehood… https://t.co/RnMgy9YAnl
2006,Former officer #KimPotter was arrested in St. Paul Wednesday and will be charged with second-degree #manslaughter i… https://t.co/B0n41CPyXL
2007,Many black brown poor whites in prisons who did not pull the trigger but in the wrong place at the wrong time If yo… https://t.co/14I3CSJOvR
2008,"To a cop, anything else can look like a gun. A candy bar, wallet, a driver's license, paper cup, all kinds of thing… https://t.co/qU5imteA9K"
2009,🚨#BREAKING Fencing and barricades have been set up to guard the home of Brooklyn Center Police officer Kim Potter… https://t.co/D0Wge4P13q
2010,"Here is the press release from Peter Orput. Please read. 
@AttorneyCrump 
@AP
@washingtonpost
 #KimPotterIsGuilty… https://t.co/CKcRka9B0f"
2011,🚨#BREAKING Fencing and barricades have been set up to guard the home of Brooklyn Center Police officer Kim Potter… https://t.co/Dx3NXLr05T
2012,#MSNBC #markets #CNBCClosingBell RonAllenNBC is a seasoned professional correspondent in the face of the unruly sid… https://t.co/LZSxgSIGdR
2013,Brooklyn Center ex-Police Officer Kimberly Potter was taken into custody - charged with second-degree manslaughter… https://t.co/a497k0lOVe
2014,"#MSNBC  #NBCnews correspondent in the face of the unruly side of protesting. Please stay safe, The protests is a se… https://t.co/u39TJTBoyx"
2015,"How can you say we are in innocent till proven guilty, when we must fight to be proven innocent. 
But if a officer… https://t.co/drCdDiQiw0"
2016,Only Stores Left Untouched In Minneapolis Area Riots Were Guarded By Armed Civilians - https://t.co/1QyGDRhqoK… https://t.co/Fjr9nb1Ddm
2017,If we get the state to spend shitloads of money &amp; time having to mobilize thier standing armies(I meant national gu… https://t.co/MxPW3ovl6F
2018,@AttorneyCrump Here is the press release from Peter Orput. Please read. @AttorneyCrump @AP @washingtonpost… https://t.co/gjhue26uK7
2019,"@CNN Tasers v. Glock. (In case you are a bureaucrat-public employee and confused, Glock is on the right).… https://t.co/Ty9YWTDXsr"
2020,Former #BrooklynCenter City Manager (since 2003) #CurtBoganey displayed reason and integrity. For this he was fired… https://t.co/yeSZ1kjv1e
2021,"#MSNBC  #NBCnews correspondent in the face of the unruly side of protesting. Please stay safe, The protests is a se… https://t.co/2cX51EQRKy"
2022,"21-year-old Kobe Dimock-Heisler
 old shot 6 times
#BrooklynCenter 
https://t.co/fQPFaofOb8"
2023,"Instead of exposing bad apples, keep defending the thin blue line...

Soon you'll end up in an orange jumpsuit like… https://t.co/AHIp8xWgv0"
2024,Fundraising for hotel rooms for families living in the apartments assaulted with tear gas by #BrooklynCenter police… https://t.co/FP8ksV4JEO
2025,‘It’s always like this’: #BrooklynCenter residents describe history of racial targeting | Daunte Wright | The Guard… https://t.co/GNKEvGEYr9
2026,"Not correct those who mourn
Not judge those who mourn
Not blame those who mourn
Not ignore those who mourn

But MOU… https://t.co/KJidMkERaI"
2027,"Daunte Wright shooting: Police resignations fail to ease unrest over death
https://t.co/Ye0qXJp24W 
#DaunteWright… https://t.co/St3zvpN3pw"
2028,Point B is a common thing I’ve heard from people in &amp; around #BrooklynCenter + #Minneapolis over the past 2 days. T… https://t.co/cxRP4cEABo
2029,"Pretty much sums up the situation in Brooklyn Center, Minneapolis, and many other US cities. #BrooklynCenter… https://t.co/A3xU8a3EQO"
2030,Officer charged with 2nd-degree manslaughter in Daunte Wright killing #BrooklynCenter #JusticeForDaunteWright… https://t.co/hwU2iKOP2V
2031,"In light of the new riots starting in cities across the US

Here is a gentle reminder for the truckers oh why you n… https://t.co/ghaafhcBlJ"
2032,NEW: Press release from Washington County Attorney Pete Orput announcing the charge filed against ex-… https://t.co/xv5031RuKm
2033,Boy that’s an uniform she never thought she would ever don! #KimberlyPotter #KimPotter #KimPotterIsGuilty… https://t.co/ypHagup7rq
2034,"April 14, 2021 https://t.co/j6ZaW9EC1r via @YouTube Doge Aaron Donald Bernie Madoff Jerry #ConservativeKidsCartoons… https://t.co/y3qDPFYSgH"
