,tweets
2280,We had to interrupt a trial of a white cop killing a black man (#GeorgeFloyd) to go to a press conference of a whit… https://t.co/GcM1hcgMOw
2281,"Who Are the Jurors in the George Floyd Case – and Are They Safe? 
#ChauvinTrial 
#DerekChauvin 
#Minneapolis… https://t.co/ba4MLvuzob"
2282,Will there be #justice for #GeorgeFloyd? https://t.co/NYXxuBjH41
2283,Derek Chauvin's defense begins its case by highlighting George Floyd's prior  https://t.co/ONqQGGlcGy #health… https://t.co/0KEFPjzvKH
2284,"“Protect and serve”
“Thoughts and prayers”
“Calm and peace”

Baseless repetitive words from baseless repetitive peo… https://t.co/peVcZLl8cH"
2285,#Chauvin on Thursday waived his right to testify to the jury about his part in the deadly arrest last May of… https://t.co/fuOdBUzHHy
2286,"#publicfigures
THIS AINT THA TIME 2SIT ON THE SIDELINES.....

#AdamToledo 
 #Chicago #saytheirnames
#DuanteWright… https://t.co/tturXEiuzb"
2287,Times 3 today! #JusticeForDaunteWright #justiceforadamtoledo #AdamToledo #DaunteWright #GeorgeFloyd… https://t.co/kPNiMc4dmn
2288,What’s it going to take for some of you white folks in #SanDiego to acknowledge that we have a nationwide systemic… https://t.co/ZFE97wReAg
2289,It really hits different to see a child die like that. I was angry and sad over #GeorgeFloyd #BreonnaTaylor and… https://t.co/5Jn3MxYO8e
2290,Cop-Cam photo worth a thousand words: Photo of when Daunte Wright was shot by cop's gun (instead of taser) tells yo… https://t.co/bR8DyxHpl0
2291,#DerekChauvinTrial the judge is BIAS AF ALSO HE IS A REPUBLICAN  Full STOP 😬 #GeorgeFloyd #BlackLivesMatter
2292,"All these people should be here. These were all souls living their life, until it was taken from them, and they wer… https://t.co/roUsjWVxNx"
2293,Do you agree with Chauvin's strategy to plead the 5th?  - YES -VS- NO - What's your opinion?… https://t.co/4fiCSOuLI2
2294,Fingers crossed Derrick Chauvin gets killed in prison. #GeorgeFloyd justice!
2295,@RealDLHughley Let’s not forget @BrettFavre is from Mississippi and is totally out of touch with reality he’s not r… https://t.co/azAZ7NOJNA
2296,I would like to thank all our white &amp; black human beings for holding #BlackLivesMatter Signs in #BrooklynCenter!… https://t.co/9tNBbbWbVY
2297,"Leaving it all up to his defense.

Don't think I'd have passed up another chance to save myself, risked it all on m… https://t.co/Ag0Rakig15"
2298,@Amy_Siskind If #Chauvin’s testifying would implicate himself then presumably he just confessed to the murder of… https://t.co/LMesmTgTtD
2299,#AdamToledo story is different from #GeorgeFloyd Why a child has a gun on a dark street in the middle of the night… https://t.co/9KEph5f4WX
2300,"Again who's talking about #HR7120? 🤔
That is critical in this moment!
#GeorgeFloyd"
2301,He was only 13 old! #GeorgeFloyd #BreonnaTaylor etc 🤬🤬Random Question: What’s stopping other countries from levying… https://t.co/oVRmQ5Wt73
2302,The USA Singers - The Ballad of George Floyd https://t.co/tLlGCW8ze0 via @YouTube #GeorgeFloyd
2303,"@nowthisnews Must be nice to have the opportunity to exercise your rights and get due process.

#GeorgeFloyd #DaunteWright #AdamToledo"
2304,"I Don’t Know Who Needs To Hear This
........🖕🏾FU€K THE POLICE🖕🏾 #FTP #TamirRice #GeorgeFloyd #AdamToledo… https://t.co/wwoqlNDAuM"
2305,"This makes me LITERALLY ill ~ 🤢 nauseated 🤮 

And breaks my heart 

All

Over

Again

:( when will it end?… https://t.co/ZklX2nOiwx"
2306,Rise Up but be Safe out there #DaunteWright #AdamToledo #GeorgeFloyd
2307,"@KevinGarnett5KG Man, #AdamToledo murdered adjacent to Farragut. Too young to even attend. #DaunteWright.… https://t.co/GugiTiFCWm"
2308,"I'm still waiting on those ""good apples"" to show up and speak out against those bad apples!

#BlackLivesMatter… https://t.co/RBq3L1ZQd5"
2309,"Outrage. 
As many point out, police shootings of #BIPOC had always happened, difference now are the cameras, social… https://t.co/hdDMB8vNkE"
2310,This shouldn't be a cop's first thought. #GeorgeFloyd #DaunteWright #AdamToledo #BlackLivesMatter https://t.co/kGyjOl5xYJ
2311,Derek Chauvin and Kim Potter were both responsible for TRAINING rookies. Their murderous impulses are a feature not… https://t.co/D2O4KmZCjj
2312,"#GeorgeFloyd died of his heart problem.

#DauteWright had a warrant out for him.

#AdamToledo had a gun in his hand… https://t.co/3xGXnDBX0k"
2313,"My #DerekChauvinTrial scorecard for April 14 (cont.):

Meanwhile, #DerekChauvin pleaded the 5th and chose not to te… https://t.co/xtHmHb4yrq"
2314,"My #DerekChauvinTrial scorecard for April 14:

Prosecution: 10
Defense: 9

To date...

Prosecution: 111
Defense: 11… https://t.co/oVirDUyBxw"
2315,"Too many ... #SandraBland, #PhilandoCastile, #GeorgeFloyd, #BreonnaTaylor, #TamirRice, #SeanBell, #EricGarner,… https://t.co/Z0D6YJXHwQ"
2316,"The police in America protect and serve white supremacy.

#AdamToledo #GeorgeFloyd #DaunteWright"
2317,The point is a gun was pulled and #DaunteWright was shot.The point is #GeorgeFloyd had a knee on his neck. It doesn… https://t.co/EO181c8EkF
2318,"Pat Robertson weighs in on the #DerekChauvinTrial, saying #Chauvin should be locked up. 

#GeorgeFloyd… https://t.co/IxFZy0CaB6"
2319,VIDEO: 18:40 hours: Crowds starting to build for a fifth night outside #BrooklynCenter PD building.  Car air freshe… https://t.co/Qk5UvsSoFT
2320,"Stand up against police brutality! 
.
.
Black Lives Matter 
.
.
https://t.co/cbhETJq9Ms 

#blacklives… https://t.co/dIUNzD0XJs"
2321,"1/5
On the eve of Monday’s closing arguments in the #DerekChauvinTrial, please join us to honor the lives &amp; remembe… https://t.co/XdJ8LH3xh0"
2322,Family Of Adam Toledo To See  CPD Bodycam Video Of His Shooting Death https://t.co/gWtBPK59Pz via @YouTube If he is… https://t.co/GJSakuGqQL
2323,"@SavageJoyMarie1 You think the #GeorgeFloyd protests were something after it happened, just wait.
It's going to be… https://t.co/TsTWrCeuhk"
2324,Many of my white progressive constituents didn't understand why the killing of #GeorgeFloyd is systematic racism. W… https://t.co/VmCDk6UIt7
2325,"Tonight I’ll be covering Derek Chauvin’s trial, tune in at 8PM EST live on @Stereo #GeorgeFloyd #DerekChauvinTrial"
2326,"@StellaParton I watched the #murder in horror from Australia. 
I still reel in horror and clamp my eyes shut each t… https://t.co/elaAc8lO4o"
2327,"@mariateresag @HeyokaEmpath01 Doesn’t sound stupid to me at all
I wrote MAMA watching the trial of #GeorgeFloyd

wr… https://t.co/qQkQ7loOnn"
2328,This week #defundthepolice #caronnazario #dauntewright #georgefloyd #taser #policeviolence #endhate #blm https://t.co/9xWtNF8vOo
2329,As people of color we must not be afraid to speak out on what is right. #DanteWright #GeorgeFloyd and all that has… https://t.co/72F1Gsi6BP
2330,"“I will invoke my Fifth Amendment privilege today,” Chauvin said.

Former #Police officer #DerekChauvin invoked his… https://t.co/jzGOty0Dky"
2331,@VoLinxx So would. #TamirRice #GeorgeFloyd and #DanteWright and a ton of others be alive if we had non-racist cops.
2332,My latest: #DC National Guard released its report on the helicopter attacks on #GeorgeFloyd protesters last June. T… https://t.co/ylJaNOutik
2333,"I really don't know what the cops want from people at this point. You run, you die. You put your hands up, you die.… https://t.co/i99y89cwHz"
2334,@nhannahjones I’m reminded that “those who commit the crimes write the reports “. #AdamToledo #DaunteWright #DerekChauvinTrial #GeorgeFloyd
2335,VIDEO: A second security fence being erected around #BrooklynCenter PD building. https://t.co/d4KPNr73JS… https://t.co/jcYXHnLih0
2336,"Once again, it is #WhiteLivesMatter men who are shooting at #PoliceOfficers as #PoliceUnions continue to identify… https://t.co/dNMV2ATZSg"
2337,".@cairchicago Statement on Police-Shooting of #AdamToledo
https://t.co/ESRAC4XlaN
#BlackLivesMatter… https://t.co/VbxFb5AZF6"
2338,We mourn &amp; we fight &amp; we mourn &amp; we fight &amp; yet the cycle continues and shortens. In the midst of fighting (… https://t.co/eaIzMp5NO8
2339,"Adam Toledo (13) MURDERED by @Chicago_Police 

Daunte Wright (17) MURDERED by @MinneapolisPD 

Army Lt. Caron Nazar… https://t.co/mfKHaJok5O"
2340,@RohitB27251889 @AllMineRBurners @Otto_von_doge @housepersondog @zerosum24 He wasn’t holding a gun when he was shot… https://t.co/wLxQFK1XWh
2341,"We’re in a unfortunate time loop of black people either getting killed by the pigs, or black people minding their b… https://t.co/GnzLJKLLNQ"
2342,@Jaybefaunt @ninaturner Abolish the police NOW! #AdamToledo  #DuanteWright #GeorgeFloyd  #BreonnaTaylor… https://t.co/LnqmoWRjNg
2343,@AttorneyCrump the officers already assume and often expect that people of color are a threat   while treating REAL… https://t.co/70MuryWWZf
2344,"Wayment, WHET?!?!? I did not see -- #PatRobertson calling out the police for murdering us -- coming. He said… https://t.co/WqSkj2rje3"
2345,"It's gonna be another long, hot summer ...
No sooner than the trial of #GeorgeFloyd's killer pauses until Mon,… https://t.co/boNYOt1Zog"
2346,"Just saw a post for the #RHOA reunion. It had 217,000 views. I also saw a post of @AttorneyCrump press conference f… https://t.co/9zd7LRE4lN"
2347,"If police can't stop murdering civilians even when under public scrutiny, what makes anyone think that incremental… https://t.co/8P2Msh9w1H"
2348,The #GeorgeFloyd trial is supposed to go to the jury on Monday. Sadly I will be gone but I just pray that God keeps our people. 🙏🏾
2349,Watch all #Protests around the world #BLM #Antifa #Patriots #ALM #ICE #BorderCrisis via livestream plus other simil… https://t.co/v2ootpXAP9
2350,They really don’t. I mean the #GeorgeFloyd murder literally shook the entire world and y’all can even pretend to ca… https://t.co/aTz5PglebR
2351,@FredTJoseph I watched it and it left me with 2 questions: 1) was it “Stay right there so I can shoot you” or “Stop… https://t.co/7xJigGPla4
2352,Black Lives Matter. Each DAY we need to add another name  - and this racist policing must stop. #BlackLivesMatter… https://t.co/Am1jCzYWb1
2353,#AdamToledo #DuaneWright #GeorgeFloyd #BreonnaTaylor #BoltonJean + + + + ....... Say their names https://t.co/q4JoExHoHx
2354,@leahoneywine @SchmexyDork @sooji_namtv @wachfox Yup.  It breaks my heart that black men and women have to navigate… https://t.co/AWkXTarc81
2355,Not a day goes by where we are not inundated by the #RacialTrauma of being #BlackInAmerica! #DaunteWright… https://t.co/AtHMvI3uK2
2356,"Stockton police accused of beating #DevinCarter; 2 #RACIST fired https://t.co/dbB3slilsP 
DO WHITE PEOPLE, LESS MEL… https://t.co/RnZNYYVGox"
2357,"@NYRKelsMads @VetNationNRN Gee, it took a video, Chauvins past history and 12 experts who testified #GeorgeFloyd di… https://t.co/pBvKSdaIcv"
2358,The fact that they are putting up fences and barbwire around the police department in Minnesota before the verdict… https://t.co/kFYyASjZYw
2359,"13. Compliant. Murdered. 

This is Cop Culture: An All American Tale.

I’m sick of it.

#adamtoledo #chicago… https://t.co/a6Ljupf5Jh"
2360,#Minneapolis #Cops reported #GeorgeFloyd stood on his own neck &amp; killed himself. White cops will tell any ridiculou… https://t.co/37IICxbct2
2361,"If you can’t tell why Black and Brown people are fed up, you’re part of the problem. 

Gun or not. Brown, 13, compl… https://t.co/SPaEAvZMOc"
2362,@fortjacksoncg It breaks my heart that black men and women have to navigate survival walking down a street.  You ca… https://t.co/kRF26cdU11
2363,@JoyAnnReid Thank you! I loved your mom rage rant and you are so right. When is this going to end??… https://t.co/mDBtseMmLV
2364,"Just close your eyes and imagine...

All the black people that have been harassed, Jailed &amp; KILLED before videos &amp;… https://t.co/RcocygXKvY"
2365,But #GeorgeFloyd is dead. #AdamToledo is dead. #TamirRice is dead. #LaquanMcDonald is dead. #ElijahMcClain is dead.… https://t.co/4YWe28LzaA
2366,ICYMI this morning my piece in @usatodayopinion on America's policing problem. You really need to read this the… https://t.co/8zVEBUAQff
2367,@abcnews So therefore it’s okay for the cop who murdered #GeorgeFloyd to have leaned on his neck for 10 minutes whi… https://t.co/HbmewhdWGZ
2368,Seems like the city &amp; the #police always fail whn it comes to minorities crazy how are u so scared of unarmed none… https://t.co/KNuOlrx1nJ
2369,"In light of the trial for the killer of #GeorgeFloyd, the killing of #DaunteWright and the blatant racist assault o… https://t.co/gTVXZLvidx"
2370,lord this man just said #GeorgeFloyd died from carbon monoxide from the police vehicle. I done heard it all 😂 #GeorgeFloydTrial
2371,"It took the death of #GeorgeFloyd for #CariolHorne to get justice.

Overcoming racism is a slow, painful struggle.… https://t.co/9QzdVyEU95"
2372,@JoyAnnReid we should NEVER believe #Cops first because THEY ALWAYS lie like trump. #Cops job is to lie &amp; demoraliz… https://t.co/Zci0PXFQmu
2373,"What is happening in America is a genocide, it just slower than most you see during wars. 
#GeorgeFloyd… https://t.co/aTOX3RKSPP"
2374,@timjacobwise It breaks my heart that black men and women have to navigate fucking survival walking down a street.… https://t.co/YX7iujJhQ3
2375,#DerekChauvin took the 5th Amendment 9 minutes and 26 seconds quicker than he took his knee off #GeorgeFloyd's neck. #DerekChauvinTrial
2376,"There is no justice for #BreonnaTaylor 
There is no justice for #GeorgeFloyd 
Now we are gathering for… https://t.co/ToCoBTPdhi"
2377,@susankey_key It breaks my heart that black men and women have to navigate fucking survival walking down a street.… https://t.co/Q7ITQqwAq4
2378,"#BreonnaTaylor 
#GeorgeFloyd 
#DuanteWright  
#AdamToledo 

How many more? 5? 10? 50? 100? 1000?

When does it fucking end?"
2379,"“There’s no correction to a relic of enslavement” @BrittLeeLewis  

@rolandsmartin 
#AdamToledo
#DauneWright 
#GeorgeFloyd"
2380,@America29518032 You have a right to your opinion. But that's all it is. An opinion. A wrong one. Lol #DerekChauvinTrial #GeorgeFloyd
2381,"Me: Hey Siri, what does it mean when people say, “Well if they would have just complied with the police...”

Siri:… https://t.co/MnGlvFRsWv"
2382,This is one of the tweets that needs to be retweeted every day until the #GeorgeFloyd Justice in Policing Act is pa… https://t.co/k4BO8Emmu6
2383,Runaway Slave Patrol ~ #PoliceViolence leading cause of death of Black Youth ~ #AdamToledo #GeorgeFloyd… https://t.co/MSF2H3JfJK
2384,No a racist divide is the more accurate term. I saw folks for who they were last May. The things people said about… https://t.co/Xslg0r05LD
2385,"Perhaps my favorite legal moment from the Prosecutors’ case came today, when their medical expert pressed his neck… https://t.co/eGbDCRz8c7"
2386,@AttorneyCrump @BrklynCenterMN @chrislhayes @CNNSitRoom @DeadlineWH @OutFrontCNN @wolfblitzer @CBSThisMorning… https://t.co/tBpK8kWfV9
2387,Pathology has failed #GeorgeFloyd. Between the forensic pathology nonsense and the ruling today about not allowing… https://t.co/D7i4zA7I0W
2388,@VetNationNRN @barnes_law It’s amazing how some Republicans have compassion for a multi-billion company losing some… https://t.co/PNxoGpv8rx
2389,"All I see is #KoriGauthier, #AdamToledo, #GeorgeFloyd and #DaunteWright all over. My spirit is bothered and overwhelmed 😔"
2390,"I’ll maybe not take the word of the South African pathologist, thanks. #GeorgeFloyd"
2391,"Why were

#AdamToledo 
#GeorgeFloyd 
#RayshardBrooks 
#BreonnaTaylor 
#EricGarner 
#PhilandoCastile 
#JacobBlake… https://t.co/ney9h9rXbA"
2392,"@animals_trans @BBCWorld I’d go back and ask him to stop robbing pregnant women, then ask him politely to stop doin… https://t.co/jZrCBOyL0t"
2393,@CarolynWither12 @mistergeezy It breaks my heart that black men and women have to navigate fucking survival walking… https://t.co/iKUIxYkTAc
2394,This is only my opinion but the decision (and my heart is broken for his family) to show the video of that child be… https://t.co/eD0sD6eiMc
2395,"When Marvin Said ""Make Wanna Holla""
""Trigger Happy Policing""
This was in 1971???

#AdamToledo #dauntewright… https://t.co/7tPdmkfiuv"
2396,"This is what upsets those who love justice. The criminal, a white guy, is still alive. 
#justice #GeorgeFloyd… https://t.co/PYPVyvhju3"
2397,Because he knows he is guilty. #GeorgeFloyd https://t.co/iAzBvMCK3D
2398,Hey @MeghanMcCain ...see this? Now talk about #Hypocrisy looting and race in #AmeriKKKa #RaceMatters @TheView… https://t.co/uHTGE2lrDC
2399,@JoyAnnReid #TheReidOut is on pleading the 5th #DerekChauvin a #racist coward to scared to testify after choking… https://t.co/6LcAgyDvkT
2400,I have not watched the body camera footage of #DuanteWright murder or the #AdamToledo killing. It’s too much. I can… https://t.co/FbOzUYRzlt
2401,They say we free but we really not everything is still black and white #GeorgeFloyd #BreonnaTaylor https://t.co/N3LgemlD1m
2402,"This week...
I watched the murder of #GeorgeFloyd 
I watched the murder of #DaunteWright 
I watched the murder of… https://t.co/67ifS4z9ii"
2403,@rgay If I hear one more admonition to the protestors to be nonviolent when it's the police who are the ones who ne… https://t.co/FUoPH5Gpu0
2404,@RealCandaceO No one said that #GeorgeFloyd was innocent of anything. He was an “Unarmed” black man who was suffoca… https://t.co/7BBP8wUlei
2405,"@mmpadellan “5 grown, armed police officers killed a handcuffed #GeorgeFloyd over a fake 20. Bill, while mass shoot… https://t.co/vxpZptaXAe"
2406,"@ajplus When the Boulder Shooting happened and Officer Eric Talley was killed, the public LINED THE STREETS in soli… https://t.co/X4VMel5ESK"
2407,"@RoArquette When the Boulder Shooting happened and Officer Eric Talley was killed, the public LINED THE STREETS in… https://t.co/dhR824VqQB"
2408,"🎙NEW EPISODE—THE POLITICRAT daily #podcast ep 105: Who, What, Why And...What The Hell??!!??!!… https://t.co/R3Y95HUQR6"
2409,"@AP When the Boulder Shooting happened and Officer Eric Talley was killed, the public LINED THE STREETS in solidari… https://t.co/dnvWoxIctE"
2410,"Is it fair to tag Minneapolis with the new nickname Murderapolis?

#GeorgeFloyd 
#DanteWright 
#DerekChauvinTrial 
#KimPotter"
2411,Abolish these killer cops and PO-lice. Abolish these damn enslavement patrols. Abolish this killing machine system.… https://t.co/YmBwg0eUgP
2412,"@nytimes When the Boulder Shooting happened and Officer Eric Talley was killed, the public LINED THE STREETS in sol… https://t.co/nYQ2MTXnVX"
2413,"Get into the streets &amp; shut this shit down until justice is served.

DEFUND ➡️ ABOLISH

#AbolishThePolice… https://t.co/8lqCPOM3DW"
2414,"When the Boulder Shooting happened and Officer Eric Talley was killed, the public LINED THE STREETS in solidarity.… https://t.co/N3rSqjqwub"
2415,They had to use a picture of him giving a little smile before the jury makes the most important decision they’ve ev… https://t.co/Tm6ELvLKHC
2416,"With a quick-thinking and fearless act, teenager Darnella Frazier used her cellphone to began filming when she saw… https://t.co/5P26Kwkd9c"
2417,POLICE. REFORM. RIGHT. NOW. #duantewright #GeorgeFloyd #AdamToledo #BreonnaTaylor
2418,If you still aren’t on board with abolishing the police as they exist then nothing will ever convince you to speak… https://t.co/ByW6D44iby
2419,"@karenhunter @TheDailyShow @Trevornoah Indeed!  Sadly I only know of ONE GOOD🍎her Name is @CariolHorne, like… https://t.co/qz2tA4ukmI"
2420,"Pat Robertson condemned Kim Potter, Derek Chauvin, and police violence. PAT ROBERTSON. This may be the first time i… https://t.co/xGs8ywmBpN"
2421,"Even as he told the court that he was pleading the 5th Amendment today, #DerekChauvin couldn't resist to exhibit th… https://t.co/g6RE33Cc6C"
2422,To summarize: A police officer dealing with a young black man is 7x less likely to be shot by them than a white per… https://t.co/g4jzlTAXwv
2423,"Unarmed criminals get shot by police, but also, armed criminals shoot police. What's the solution?

End crime.… https://t.co/PZq9k3I4d8"
2424,George Floyd called out for his mother and Daunte Wright called his mother on the phone..... Sigh 😥😥😥… https://t.co/m9U8ufg7U2
2425,"No Justice, No peace!

Say their names!

#AdamToledo
#DaunteWright 
#GeorgeFloyd 
#PeytonHam
#StavianRodriguez… https://t.co/uN1RoUHw36"
2426,"@TheDailyShow @Trevornoah Sadly I only know of ONE GOOD🍎her Name is @CariolHorne, like @Kaepernick7, she risked it… https://t.co/xcGwxg2CR7"
2427,@dontlickchalk If the L.A. riots after Rodney King's ordeal has any clue to how people will react.  Times that by t… https://t.co/1xhaVx65Gr
2428,"If you think policing is Fine the way it is in this country, you may be part of the problem!

#AdamToledo… https://t.co/8bfdRKOXJm"
2429,Important reminders this week with the killing of #DaunteWright and the #DerekChauvinTrail in the killing of… https://t.co/PN3kjM7n4q
2430,"@TeddiThompsonS1 @SheriAWilkinson Not at all he’s a coward and a bully. He better be found guilty 🥵
#GeorgeFloyd"
2431,@B52Malmet Because the police officer was a flawed human AND s/he was carrying a gun. The time to #DisarmthePolice… https://t.co/lXBmwAZHkw
2432,@shaqbrewster thanks so much for your excellent reporting on the #GeorgeFloyd case and other cases.
2433,"@POTUS @JoeBiden :

Maybe you should ask @CariolHorne how to fix policing?

Maybe you can change whatever took her… https://t.co/NfD4aBC2lX"
2434,Just got done watching BWC 2 #AdamToledo and have seen initial officer approach  #GeorgeFloyd.  Have one comment.… https://t.co/gF1bmPh0UH
2435,@RoArquette Why haven't we heard of big changes in law enforcement to combat police killing civilians?… https://t.co/qDX7h75box
2436,"🔴 LIVE PODCAST: “Jesus, He Will Fix IT After While” on @Spreaker #comedy #culture #dauntewright #dmx #entertainment… https://t.co/SdtlqhCYg6"
2437,"@AP Why haven't we heard of big changes in law enforcement to combat police killing civilians?  
#adamtoledo… https://t.co/5LcfoEx39w"
2438,"A tragedy is a tragedy if it happens infrequently.
That’s what makes it a tragedy.
#DaunteWright #GeorgeFloyd… https://t.co/zw5uGorEME"
2439,"@DrIbram Why haven't we heard of big changes in law enforcement to combat police killing civilians?  
#adamtoledo… https://t.co/kBv7pOhmAT"
2440,"Dale Estey

The Killer Of George Floyd Is Writing Notes Like A Crazy Man https://t.co/zNxOOrH17m
 … #killer #trial #GeorgeFloyd #Police"
2441,"@nytimes Why haven't we heard of big changes in law enforcement to combat police killing civilians?  
#adamtoledo… https://t.co/KdERdLvsdZ"
2442,"Black Male Internal Thought: Just stay at home and avoid any contact with law enforcement. 
#GeorgeFloyd… https://t.co/XbL4NiRROv"
2443,"On @PodSaveAmerica, @samswey brings the data. Brings the receipts. He explains what police violence is doing to us,… https://t.co/Q46kcYAfG4"
2444,END QUALIFIED IMMUNITY FOR COPS!!! #defundthepolice #AdamToledo #DaunteWright #GeorgeFloyd  #BlackLivesMatter
2445,"If you had a barrel of apples and one killed someone, wouldn’t you throw out the barrel? #AdamToledo  #DanteWright… https://t.co/KeegMX63TA"
2446,"Why haven't we heard of big changes in law enforcement to combat police killing civilians?  
#adamtoledo… https://t.co/oef902A8R3"
2447,@toffeebabe19 🙄say WHAT... he is #BIPOC . #BlackLivesMatter is in solidarity w/racist acts #PoliceViolence toward a… https://t.co/7W9k9Swoxr
2448,"ABOLISH 

Legal killing of CHILDREN!

ABOLISH

They CANNOT be reformed!

#AdamToledo #GeorgeFloyd #BlackLivesMatter #AbolishThePolice"
2449,"C'mon now. Is there any remaining doubt that policing in America is irreparably broken?
 #DerekChauvinTrial… https://t.co/1CNiNyDSTP"
2450,"Disarm the police.
Disarm the police.
Disarm the police.
Disarm the police.
Disarm the police.
Disarm the police.
D… https://t.co/XJWkjYWA5e"
2451,When will this madness end?  How many more black men and boys will die at the hands of police? #BlackLivesMatter… https://t.co/C0eQG244O0
2452,"Reminder.

55% of Americans approve of the way police in the U.S. do their job, per @QuinnipiacPoll.

Yet while 65%… https://t.co/xLUcoVi0GI"
2453,A former medical examiner testified in #DerekChauvin's defense that #GeorgeFloyd may have died from a number of fac… https://t.co/FJDCzZkgwX
2454,#police #PoliceBrutality #PoliceViolence #cops #LawEnforcement #BLM #ThursdayThoughts #civilrights #America… https://t.co/ZrLP6q2ia7
2455,"Every news network in America leading with
#AdamToledo 
followed by
#DaunteWright 
followed by updates from… https://t.co/o8QjNCaSZF"
2456,Okay the #AdamToledo video as it's shown on @CNN obviously looks like the kid (also known as a gang member) in… https://t.co/TF0dj9mBWr
2457,Did the white women who is his wife say We ought to walk you home?   whaaa? @TheView @IAmSophiaNelson… https://t.co/fwBimOQ2xt
2458,"I’ve put my PhD work off for too long, getting crushed under the weight of the world’s persistent assault on racial… https://t.co/tc5GKFjwwD"
2459,It is sad that #GeorgeFloyd's mother is not alive b/c she would have been in that courtroom and have endured the vi… https://t.co/UJS03me3UI
2460,If they don’t issue a guilty verdict for Chauvin...I can see this country going up in flames!!! #GeorgeFloyd
2461,"This week has been EXHAUSTING. 😢
#DaunteWright 
#AdamToledo 
#GeorgeFloyd"
2462,#drfowler was like .. #georgefloyd https://t.co/fNORHi1F51
2463,At worst all cops are bastards. At best all cops are complicit. #NOJUSTICENOPEACE #AdamToledo #DaunteWright… https://t.co/NFLC9eIwQe
2464,"18 U.S. Code § 3596 (d)

The crime of black insubordination is punishable by death of public execution.… https://t.co/2lV4eMWyzt"
2465,"Is it me or does anyone else get the feeling the country is about to explode?

#GeorgeFloyd 
#DaunteWright
#Atlanta… https://t.co/PtxLnTDhCB"
2466,Y’all still don’t think there’s nothing wrong with unnecessary police murders? These #killercops must be held accou… https://t.co/kaKRWyI1HA
2467,Chicago released a video of the fatal POLICE SHOOTING of a 13-YEAR-OLD Adam Toledo! This is NOT THE FIRST TIME an U… https://t.co/7qYMGW45ua
2468,Considering the prosecution in the #DerekChauvin trial has been weak. I think they were hoping for a mistrial when… https://t.co/O18fb3eKPF
2469,Derek Chauvin hired Amy Senser's atty Eric Nelson because he was successful at keeping her out of jail.… https://t.co/vOu8lobkjB
2470,"@dontlickchalk NO!! AND COPS NEED TO STOP MURDERING POC, PERIOD!! I'M SO FRICKIN SICK AND TIRED OF IT!! AND ANGRY!!… https://t.co/L0YVsQPerl"
2471,The police need to stop murdering black people!! #JusticeForAdamToledo #DuanteWright #GeorgeFloyd #BreonnaTaylor co… https://t.co/HyWYeK6VOG
2472,"@ApplesBrian @delectablevest2 So did #GeorgeFloyd and #DaunteWright 

Whats your point?"
2473,@SenThomTillis @SenatorBurr @SenSchumer Congress needs to pass the #JusticeinPolicingAct ASAP! I’m tired of turning… https://t.co/Tfy6ApdsX0
2474,Am I alone thinking even if CO poisoning contributed to #GeorgeFloyd's death it was Chauvin holding his head under… https://t.co/b2AQmcyMgq
2475,My children are 14 and 16. Didn't want to watch the video but I had to. Fuck an apology. They MURDERED a 13 year ol… https://t.co/GrmEcFQbiA
2476,People hoping #DerekChauvin is acquitted is why #BLM is needed. #GeorgeFloyd and his family’s pain is not  theirs.… https://t.co/NshD0kJIML
2477,"""If you're innocent then why are pleading the fifth?"" - President Donald Trump

#GeorgeFloydIsNotOnTrial… https://t.co/CXDwVa339x"
2478,This disgusting cowardly shoot 1st ask questions last is abhorrent. The state it's literally murdering children now… https://t.co/tCXznmJ0rx
2479,Yea!!! this one is for all y’all who thinks there is not two sets of policing in America. #Devante  #GeorgeFloyd… https://t.co/OerNdzc0b5
2480,"#DerekChauvinTrial #GeorgeFloyd 
#DerekChauvin is dumb as a box of rocks.
Me? I'm straight up taking the stand.
It… https://t.co/xJsoaQQSPO"
2481,At some point you have to press stop and walk away from the tv or put down the phone.... this stuff will break you.… https://t.co/etGs3gb1kg
2482,@AttorneyCrump @BrklynCenterMN @chrislhayes @CNNSitRoom @DeadlineWH @OutFrontCNN @wolfblitzer @CBSThisMorning… https://t.co/TcOo4oc7UB
2483,Justice for #GeorgeFloyd https://t.co/i1gIov5jul
2484,"Black Men, women and children been getting lynched since we got here. Stop acting like justice will ever prevail on… https://t.co/TYdmMvoSsF"
2485,I'm calling Simon&amp;Schuster TF OUT for giving a MURDER👮🏻‍♂️a GD book deal for murdering #BreonnaTaylor! Who's next… https://t.co/p0xvIhPJD4
2486,"i’m not advocating for violence since that’s a violation of terms here, but i wouldn’t hate seeing footage of polic… https://t.co/Q08fnHzjaC"
2487,"“We say all power to all people.
We say white power to white people.
Brown power to brown people.
Yellow power to y… https://t.co/BSbizdbIxC"
2488,"I have more than 2 questions: What If the police had NOT shot #BreonnaTaylor while she was in bed, NOT choked… https://t.co/RhTB2TqL4T"
2489,"Candace: "" People are waking up to the fact that #georgefloyd on drugs, fentanol or whatever...

that in fact he wa… https://t.co/7202HUPcpN"
2490,The pressure is building with the blatant racism exposures and all these killer cops hitting the air at one time.… https://t.co/zX8LRfqq0e
2491,Derek Chauvin was really sitting there smiling while he was being questioned about whether he was going to testify.… https://t.co/Y7Rnrbqrs6
